id_student,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,total_clicks_week8,active_days_week8,oucontent_clicks_week8,quiz_clicks_week8,resource_clicks_week8,homepage_clicks_week8,subpage_clicks_week8,glossary_clicks_week8,oucollaborate_clicks_week8,forumng_clicks_week8,label
633325,DDD,2014B,M,West Midlands Region,Lower Than A Level,,0-35,N,0,60,192.0,23.0,16.0,0.0,16.0,41.0,46.0,0.0,4.0,25.0,1
633331,DDD,2014B,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,N,0,60,260.0,19.0,63.0,0.0,43.0,58.0,63.0,0.0,6.0,6.0,0
633341,DDD,2014B,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,0,90,332.0,27.0,85.0,0.0,9.0,75.0,78.0,0.0,2.0,72.0,0
633355,DDD,2014B,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,0,60,292.0,35.0,87.0,0.0,25.0,75.0,45.0,0.0,0.0,41.0,1
633368,DDD,2014B,F,North Region,Lower Than A Level,20-30%,0-35,N,0,60,262.0,26.0,53.0,0.0,10.0,40.0,33.0,0.0,0.0,96.0,1
633384,DDD,2014B,M,South East Region,Lower Than A Level,60-70%,0-35,N,0,90,264.0,15.0,24.0,0.0,40.0,53.0,50.0,0.0,2.0,60.0,0
633467,DDD,2014B,M,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,60,605.0,39.0,40.0,0.0,23.0,147.0,89.0,0.0,3.0,192.0,1
633477,DDD,2014B,F,South Region,A Level or Equivalent,80-90%,0-35,N,0,60,126.0,11.0,20.0,0.0,3.0,26.0,21.0,0.0,0.0,52.0,0
633510,DDD,2014B,F,London Region,A Level or Equivalent,30-40%,0-35,N,0,60,123.0,9.0,27.0,0.0,8.0,29.0,29.0,0.0,0.0,30.0,0
633591,DDD,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,0,60,773.0,53.0,150.0,0.0,36.0,202.0,79.0,37.0,7.0,180.0,1
633618,DDD,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,60,101.0,3.0,8.0,0.0,18.0,16.0,56.0,0.0,0.0,0.0,0
633763,DDD,2014B,M,South West Region,A Level or Equivalent,60-70%,35-55,N,0,60,570.0,46.0,91.0,0.0,13.0,191.0,58.0,0.0,8.0,170.0,1
633764,DDD,2014B,F,South East Region,A Level or Equivalent,90-100%,0-35,N,0,60,473.0,28.0,51.0,0.0,7.0,51.0,48.0,0.0,5.0,299.0,1
633771,DDD,2014B,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,0,60,52.0,9.0,9.0,0.0,18.0,12.0,11.0,0.0,0.0,0.0,0
633864,DDD,2014B,M,London Region,A Level or Equivalent,70-80%,0-35,N,0,60,634.0,48.0,73.0,0.0,19.0,236.0,90.0,0.0,0.0,113.0,1
633921,DDD,2014B,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,0,60,437.0,41.0,35.0,0.0,38.0,128.0,110.0,0.0,1.0,81.0,1
633960,DDD,2014B,M,North Region,Post Graduate Qualification,,35-55,N,0,60,767.0,36.0,86.0,0.0,42.0,138.0,201.0,0.0,79.0,150.0,1
634094,DDD,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,N,0,60,333.0,20.0,25.0,0.0,16.0,75.0,39.0,0.0,8.0,153.0,1
634106,DDD,2014B,M,South West Region,A Level or Equivalent,30-40%,35-55,N,0,90,718.0,45.0,34.0,0.0,21.0,180.0,151.0,0.0,8.0,241.0,1
634107,DDD,2014B,F,North Region,HE Qualification,,0-35,N,0,90,514.0,27.0,52.0,0.0,45.0,140.0,124.0,0.0,3.0,67.0,0
634108,DDD,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,60,98.0,4.0,22.0,0.0,8.0,22.0,42.0,0.0,0.0,0.0,0
634178,DDD,2014B,M,North Region,Lower Than A Level,80-90%,0-35,N,0,60,432.0,34.0,35.0,0.0,34.0,80.0,104.0,0.0,5.0,143.0,1
634246,DDD,2014B,F,Wales,A Level or Equivalent,0-10%,0-35,N,0,60,397.0,24.0,95.0,0.0,26.0,88.0,89.0,0.0,0.0,48.0,1
634278,DDD,2014B,M,North Region,Lower Than A Level,30-40%,0-35,N,0,60,536.0,14.0,20.0,0.0,23.0,94.0,169.0,0.0,1.0,172.0,0
634295,DDD,2014B,M,North Western Region,HE Qualification,0-10%,0-35,N,0,60,58.0,7.0,7.0,0.0,4.0,13.0,28.0,0.0,0.0,3.0,0
634313,DDD,2014B,M,North Western Region,HE Qualification,0-10%,0-35,N,0,60,114.0,9.0,11.0,0.0,10.0,37.0,43.0,0.0,0.0,6.0,0
634351,DDD,2014B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,60,109.0,12.0,20.0,0.0,7.0,24.0,17.0,0.0,1.0,10.0,1
634360,DDD,2014B,M,Ireland,Lower Than A Level,,35-55,N,0,60,1213.0,53.0,39.0,0.0,69.0,124.0,150.0,0.0,24.0,698.0,0
634383,DDD,2014B,M,North Region,A Level or Equivalent,,0-35,N,0,60,607.0,47.0,38.0,0.0,22.0,160.0,124.0,0.0,0.0,206.0,1
634397,DDD,2014B,M,East Midlands Region,Lower Than A Level,10-20,0-35,N,0,60,480.0,38.0,31.0,0.0,59.0,178.0,78.0,0.0,22.0,97.0,0
634420,DDD,2014B,F,Ireland,Lower Than A Level,,0-35,N,0,60,470.0,24.0,56.0,0.0,17.0,113.0,86.0,0.0,0.0,176.0,1
634508,DDD,2014B,M,London Region,A Level or Equivalent,30-40%,0-35,N,0,60,1631.0,54.0,75.0,0.0,88.0,493.0,169.0,0.0,4.0,653.0,0
634596,DDD,2014B,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,60,724.0,46.0,40.0,0.0,58.0,193.0,174.0,9.0,6.0,185.0,1
634648,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,N,0,60,313.0,28.0,70.0,0.0,19.0,106.0,62.0,0.0,0.0,23.0,1
634681,DDD,2014B,M,South Region,A Level or Equivalent,70-80%,35-55,N,0,120,514.0,37.0,47.0,0.0,21.0,125.0,94.0,0.0,0.0,186.0,1
634816,DDD,2014B,M,Wales,HE Qualification,0-10%,0-35,N,0,120,62.0,3.0,11.0,0.0,4.0,16.0,31.0,0.0,0.0,0.0,0
634824,DDD,2014B,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,60,451.0,29.0,102.0,0.0,79.0,92.0,110.0,1.0,1.0,43.0,1
634905,DDD,2014B,M,North Region,HE Qualification,,0-35,N,0,60,706.0,45.0,140.0,0.0,26.0,168.0,89.0,0.0,5.0,226.0,1
634909,DDD,2014B,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,60,106.0,10.0,13.0,0.0,1.0,26.0,31.0,0.0,6.0,28.0,0
635058,DDD,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,N,0,60,646.0,59.0,75.0,0.0,18.0,166.0,72.0,0.0,1.0,222.0,1
635100,DDD,2014B,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,0,60,234.0,22.0,71.0,0.0,18.0,55.0,7.0,0.0,3.0,39.0,1
635141,DDD,2014B,M,East Midlands Region,HE Qualification,90-100%,0-35,N,0,60,690.0,52.0,23.0,0.0,36.0,197.0,153.0,0.0,4.0,218.0,1
669530,DDD,2014B,F,West Midlands Region,HE Qualification,60-70%,55<=,N,0,90,268.0,23.0,40.0,0.0,13.0,99.0,26.0,2.0,23.0,28.0,0
835603,DDD,2014B,M,North Western Region,HE Qualification,20-30%,55<=,N,1,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
879295,DDD,2014B,M,London Region,HE Qualification,20-30%,55<=,N,1,60,76.0,8.0,33.0,0.0,1.0,19.0,12.0,0.0,0.0,8.0,1
909056,DDD,2014B,M,South East Region,HE Qualification,90-100%,55<=,N,0,60,738.0,41.0,46.0,0.0,58.0,197.0,178.0,0.0,7.0,148.0,1
963176,DDD,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,N,0,60,299.0,33.0,17.0,0.0,4.0,122.0,78.0,0.0,4.0,17.0,0
997948,DDD,2014B,M,North Western Region,A Level or Equivalent,20-30%,55<=,N,1,120,61.0,6.0,3.0,0.0,5.0,15.0,17.0,0.0,0.0,21.0,0
1031884,DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,N,0,60,577.0,35.0,36.0,0.0,44.0,121.0,174.0,0.0,6.0,161.0,1
1033968,DDD,2014B,F,Wales,No Formal quals,0-10%,35-55,N,1,60,50.0,6.0,10.0,0.0,2.0,15.0,20.0,0.0,0.0,0.0,0
1049036,DDD,2014B,M,North Western Region,A Level or Equivalent,30-40%,35-55,N,0,120,454.0,40.0,107.0,0.0,39.0,113.0,105.0,0.0,0.0,34.0,1
1175060,DDD,2014B,M,London Region,Lower Than A Level,70-80%,35-55,N,0,90,37.0,1.0,6.0,0.0,5.0,14.0,11.0,0.0,0.0,0.0,0
1332356,DDD,2014B,M,East Midlands Region,HE Qualification,70-80%,35-55,N,0,60,312.0,30.0,14.0,0.0,23.0,90.0,81.0,6.0,2.0,69.0,1
1531649,DDD,2014B,F,Scotland,HE Qualification,40-50%,35-55,Y,0,60,696.0,34.0,42.0,0.0,31.0,170.0,87.0,0.0,3.0,290.0,0
1549107,DDD,2014B,M,North Western Region,Lower Than A Level,80-90%,55<=,N,0,60,805.0,40.0,78.0,0.0,76.0,166.0,257.0,6.0,5.0,119.0,1
1552044,DDD,2014B,M,South Region,A Level or Equivalent,20-30%,35-55,N,0,60,445.0,30.0,19.0,0.0,41.0,127.0,68.0,1.0,0.0,137.0,1
1554143,DDD,2014B,M,London Region,A Level or Equivalent,90-100%,35-55,N,2,150,291.0,25.0,40.0,0.0,73.0,70.0,27.0,1.0,0.0,31.0,0
1591864,DDD,2014B,F,East Anglian Region,HE Qualification,30-40%,35-55,N,0,60,865.0,40.0,62.0,0.0,56.0,259.0,239.0,3.0,0.0,177.0,0
1592048,DDD,2014B,M,Wales,HE Qualification,30-40%,55<=,N,1,120,858.0,47.0,59.0,0.0,98.0,217.0,364.0,2.0,0.0,35.0,1
1612600,DDD,2014B,M,South East Region,Lower Than A Level,10-20,35-55,N,0,90,1634.0,68.0,80.0,0.0,115.0,507.0,440.0,1.0,21.0,306.0,1
1614808,DDD,2014B,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1624025,DDD,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,N,0,60,1120.0,35.0,94.0,0.0,70.0,152.0,259.0,0.0,4.0,396.0,0
1668372,DDD,2014B,F,North Region,Lower Than A Level,70-80%,35-55,N,1,60,376.0,25.0,27.0,0.0,31.0,108.0,102.0,0.0,6.0,33.0,0
1671208,DDD,2014B,M,Scotland,Lower Than A Level,30-40%,35-55,N,0,60,777.0,37.0,87.0,0.0,28.0,112.0,171.0,0.0,11.0,265.0,0
1671761,DDD,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,0,60,510.0,43.0,77.0,0.0,34.0,137.0,80.0,0.0,1.0,120.0,0
1671811,DDD,2014B,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,0,90,679.0,30.0,55.0,0.0,39.0,135.0,151.0,0.0,3.0,223.0,1
1735651,DDD,2014B,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N,0,60,1176.0,53.0,34.0,0.0,93.0,401.0,205.0,1.0,12.0,356.0,1
1735653,DDD,2014B,F,Scotland,A Level or Equivalent,50-60%,35-55,Y,1,240,55.0,3.0,15.0,0.0,6.0,10.0,14.0,0.0,0.0,10.0,1
1763186,DDD,2014B,M,North Region,Lower Than A Level,20-30%,35-55,N,0,120,877.0,61.0,38.0,0.0,57.0,148.0,144.0,0.0,14.0,433.0,1
1767786,DDD,2014B,M,Scotland,HE Qualification,90-100%,55<=,N,0,60,397.0,20.0,56.0,0.0,34.0,64.0,145.0,0.0,0.0,28.0,0
1777223,DDD,2014B,F,East Anglian Region,Lower Than A Level,60-70%,35-55,N,0,60,672.0,44.0,61.0,0.0,41.0,221.0,160.0,45.0,13.0,85.0,0
1804143,DDD,2014B,M,North Western Region,A Level or Equivalent,20-30%,35-55,Y,1,60,225.0,33.0,44.0,0.0,16.0,68.0,41.0,0.0,2.0,35.0,0
1826729,DDD,2014B,M,South West Region,HE Qualification,70-80%,55<=,N,0,120,81.0,10.0,8.0,0.0,22.0,19.0,20.0,0.0,0.0,7.0,1
1843355,DDD,2014B,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,1,60,392.0,26.0,37.0,0.0,30.0,91.0,134.0,0.0,0.0,33.0,0
1845093,DDD,2014B,F,London Region,A Level or Equivalent,0-10%,35-55,N,2,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1874160,DDD,2014B,M,Wales,Lower Than A Level,10-20,35-55,N,0,60,453.0,31.0,81.0,0.0,40.0,86.0,107.0,0.0,0.0,76.0,1
1903131,DDD,2014B,M,East Anglian Region,Lower Than A Level,40-50%,35-55,N,1,120,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0
1916140,DDD,2014B,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,N,0,60,1273.0,51.0,31.0,0.0,66.0,195.0,282.0,381.0,12.0,238.0,1
1939179,DDD,2014B,F,London Region,Lower Than A Level,20-30%,35-55,N,0,210,1849.0,66.0,176.0,0.0,138.0,399.0,519.0,1.0,46.0,405.0,0
1945434,DDD,2014B,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,N,0,60,429.0,20.0,65.0,0.0,23.0,79.0,129.0,0.0,6.0,91.0,1
1951727,DDD,2014B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,0,60,719.0,63.0,33.0,0.0,40.0,246.0,158.0,0.0,1.0,173.0,1
1962854,DDD,2014B,M,London Region,A Level or Equivalent,90-100%,35-55,N,1,60,138.0,12.0,5.0,0.0,22.0,44.0,42.0,0.0,0.0,14.0,1
1981053,DDD,2014B,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,Y,0,120,57.0,14.0,5.0,0.0,2.0,29.0,10.0,0.0,0.0,5.0,0
1986370,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,N,0,60,864.0,56.0,76.0,0.0,22.0,291.0,69.0,0.0,5.0,350.0,0
1994454,DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,35-55,Y,1,60,133.0,13.0,5.0,0.0,21.0,51.0,22.0,0.0,6.0,21.0,0
2001102,DDD,2014B,F,Wales,Lower Than A Level,50-60%,35-55,Y,1,120,677.0,27.0,54.0,0.0,75.0,113.0,264.0,0.0,2.0,86.0,0
2002727,DDD,2014B,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,1,60,9.0,3.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0
2043916,DDD,2014B,M,South East Region,Lower Than A Level,90-100%,35-55,N,1,120,22.0,3.0,2.0,0.0,2.0,9.0,9.0,0.0,0.0,0.0,0
2046628,DDD,2014B,M,Ireland,HE Qualification,60-70%,35-55,Y,2,120,661.0,26.0,94.0,0.0,73.0,153.0,153.0,1.0,8.0,149.0,0
2077023,DDD,2014B,M,South East Region,Lower Than A Level,30-40%,0-35,N,0,130,237.0,14.0,41.0,0.0,15.0,41.0,80.0,0.0,0.0,20.0,1
2080340,DDD,2014B,M,North Western Region,Lower Than A Level,60-70%,35-55,N,0,60,606.0,41.0,96.0,0.0,23.0,150.0,107.0,0.0,3.0,156.0,0
2087698,DDD,2014B,F,Scotland,Lower Than A Level,30-40%,35-55,N,0,60,978.0,47.0,84.0,0.0,54.0,311.0,128.0,0.0,5.0,281.0,1
2091387,DDD,2014B,M,London Region,HE Qualification,30-40%,35-55,N,0,90,553.0,46.0,67.0,0.0,99.0,110.0,133.0,0.0,8.0,90.0,1
2109013,DDD,2014B,F,Scotland,HE Qualification,80-90%,35-55,N,1,70,138.0,6.0,39.0,0.0,11.0,25.0,20.0,0.0,0.0,35.0,0
2110039,DDD,2014B,M,London Region,Lower Than A Level,30-40%,35-55,Y,1,90,166.0,14.0,63.0,0.0,6.0,58.0,31.0,0.0,0.0,0.0,0
2151748,DDD,2014B,M,North Western Region,Lower Than A Level,10-20,35-55,Y,0,60,386.0,31.0,49.0,0.0,14.0,109.0,43.0,0.0,3.0,160.0,0
2162388,DDD,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,N,0,60,152.0,14.0,23.0,0.0,6.0,61.0,33.0,0.0,6.0,8.0,0
2172136,DDD,2014B,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,0,60,731.0,46.0,68.0,0.0,80.0,190.0,194.0,0.0,5.0,142.0,1
2173688,DDD,2014B,M,South West Region,Lower Than A Level,50-60%,35-55,N,0,60,181.0,17.0,31.0,0.0,6.0,50.0,21.0,0.0,3.0,53.0,0
2188469,DDD,2014B,F,Scotland,A Level or Equivalent,90-100%,0-35,Y,0,75,84.0,13.0,7.0,0.0,4.0,30.0,26.0,0.0,0.0,12.0,0
2210989,DDD,2014B,M,London Region,A Level or Equivalent,70-80%,0-35,N,0,60,258.0,23.0,43.0,0.0,9.0,71.0,58.0,0.0,0.0,31.0,1
2228206,DDD,2014B,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,N,2,170,428.0,31.0,32.0,0.0,33.0,108.0,85.0,0.0,0.0,108.0,0
2231018,DDD,2014B,M,North Western Region,Lower Than A Level,50-60%,35-55,N,0,60,637.0,52.0,57.0,0.0,29.0,191.0,184.0,0.0,0.0,133.0,1
2261142,DDD,2014B,F,London Region,A Level or Equivalent,70-80%,0-35,N,0,60,796.0,36.0,119.0,0.0,66.0,247.0,126.0,0.0,0.0,152.0,0
2265935,DDD,2014B,F,South Region,A Level or Equivalent,50-60%,35-55,N,0,60,667.0,38.0,35.0,0.0,69.0,149.0,189.0,3.0,8.0,139.0,0
2266889,DDD,2014B,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,0,60,324.0,29.0,83.0,0.0,22.0,59.0,36.0,0.0,0.0,76.0,1
2301511,DDD,2014B,F,London Region,Lower Than A Level,20-30%,35-55,N,0,60,490.0,42.0,226.0,0.0,37.0,121.0,43.0,0.0,13.0,15.0,0
2305237,DDD,2014B,M,Ireland,HE Qualification,80-90%,0-35,N,2,150,662.0,35.0,20.0,0.0,56.0,190.0,133.0,1.0,2.0,223.0,0
2305957,DDD,2014B,F,North Western Region,HE Qualification,0-10%,0-35,N,1,150,24.0,3.0,12.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0
2306519,DDD,2014B,M,Yorkshire Region,HE Qualification,0-10%,35-55,N,0,60,218.0,14.0,9.0,0.0,11.0,30.0,60.0,0.0,0.0,54.0,1
2312809,DDD,2014B,M,South Region,Lower Than A Level,,35-55,N,0,60,220.0,21.0,33.0,0.0,14.0,60.0,73.0,0.0,0.0,8.0,1
2333244,DDD,2014B,F,Wales,HE Qualification,60-70%,35-55,N,0,60,1201.0,57.0,62.0,0.0,47.0,255.0,191.0,4.0,1.0,450.0,0
2336922,DDD,2014B,F,South East Region,A Level or Equivalent,80-90%,35-55,N,1,120,495.0,31.0,60.0,0.0,30.0,117.0,145.0,1.0,3.0,72.0,1
2343809,DDD,2014B,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,1,150,316.0,21.0,57.0,0.0,16.0,77.0,78.0,0.0,0.0,47.0,1
2348961,DDD,2014B,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,N,0,120,224.0,18.0,38.0,0.0,42.0,60.0,54.0,0.0,3.0,2.0,1
2352039,DDD,2014B,F,North Western Region,Lower Than A Level,30-40%,35-55,N,1,180,254.0,32.0,9.0,0.0,17.0,119.0,7.0,0.0,4.0,94.0,0
2356318,DDD,2014B,F,Ireland,A Level or Equivalent,0-10%,0-35,Y,0,60,228.0,11.0,23.0,0.0,13.0,57.0,51.0,0.0,10.0,48.0,0
2357168,DDD,2014B,F,South West Region,Lower Than A Level,60-70%,35-55,Y,0,120,361.0,10.0,23.0,0.0,28.0,84.0,106.0,0.0,16.0,74.0,0
2365009,DDD,2014B,M,South West Region,Lower Than A Level,20-30%,35-55,N,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2366701,DDD,2014B,F,South West Region,HE Qualification,40-50%,35-55,Y,2,180,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
2371311,DDD,2014B,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,0,60,96.0,5.0,16.0,0.0,8.0,29.0,24.0,0.0,3.0,8.0,0
2394090,DDD,2014B,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,90,282.0,31.0,36.0,0.0,21.0,98.0,39.0,0.0,2.0,52.0,1
2399951,DDD,2014B,F,East Midlands Region,Lower Than A Level,10-20,35-55,N,1,120,702.0,21.0,115.0,0.0,46.0,118.0,231.0,1.0,4.0,93.0,0
2411981,DDD,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,N,1,180,275.0,33.0,56.0,0.0,9.0,77.0,55.0,0.0,0.0,70.0,0
2414973,DDD,2014B,M,North Region,A Level or Equivalent,80-90%,0-35,N,1,100,103.0,8.0,41.0,0.0,5.0,17.0,34.0,0.0,0.0,0.0,1
2415480,DDD,2014B,M,Wales,HE Qualification,30-40%,35-55,N,0,90,536.0,42.0,80.0,0.0,36.0,163.0,128.0,0.0,6.0,97.0,1
2416424,DDD,2014B,F,North Western Region,Lower Than A Level,70-80%,0-35,N,0,60,1253.0,52.0,107.0,0.0,59.0,326.0,252.0,0.0,7.0,388.0,1
2416501,DDD,2014B,F,London Region,A Level or Equivalent,20-30%,0-35,N,1,120,1877.0,60.0,228.0,0.0,126.0,414.0,642.0,0.0,30.0,307.0,1
2436400,DDD,2014B,M,North Western Region,Lower Than A Level,20-30%,35-55,N,1,90,614.0,48.0,45.0,0.0,37.0,241.0,119.0,0.0,13.0,99.0,1
2444109,DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,N,0,60,71.0,9.0,15.0,0.0,2.0,12.0,32.0,0.0,0.0,0.0,0
2446778,DDD,2014B,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,2,90,81.0,8.0,3.0,0.0,2.0,29.0,14.0,0.0,0.0,32.0,0
2450600,DDD,2014B,F,East Anglian Region,Lower Than A Level,90-100%,0-35,N,0,60,1910.0,58.0,195.0,0.0,141.0,451.0,731.0,7.0,3.0,201.0,1
2450650,DDD,2014B,F,North Region,A Level or Equivalent,40-50%,0-35,N,0,60,1150.0,48.0,54.0,0.0,39.0,193.0,283.0,380.0,5.0,149.0,1
2451003,DDD,2014B,M,London Region,Lower Than A Level,0-10%,0-35,N,0,60,1794.0,50.0,421.0,0.0,128.0,361.0,427.0,0.0,5.0,310.0,1
2452902,DDD,2014B,F,West Midlands Region,Lower Than A Level,50-60%,0-35,Y,1,120,110.0,12.0,3.0,0.0,3.0,24.0,25.0,0.0,0.0,49.0,1
2460775,DDD,2014B,F,South West Region,HE Qualification,70-80%,0-35,N,0,70,428.0,25.0,51.0,0.0,19.0,82.0,128.0,0.0,0.0,115.0,1
2465186,DDD,2014B,M,North Western Region,HE Qualification,40-50%,35-55,N,0,60,175.0,12.0,23.0,0.0,5.0,48.0,19.0,0.0,2.0,69.0,0
2473025,DDD,2014B,M,South West Region,HE Qualification,50-60%,35-55,N,0,120,418.0,32.0,35.0,0.0,22.0,113.0,74.0,0.0,2.0,137.0,1
2485856,DDD,2014B,F,Scotland,Lower Than A Level,20-30%,35-55,N,2,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2495139,DDD,2014B,F,Wales,Lower Than A Level,20-30%,0-35,N,0,120,105.0,5.0,27.0,0.0,8.0,29.0,38.0,0.0,0.0,0.0,0
2499850,DDD,2014B,M,London Region,HE Qualification,50-60%,35-55,N,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2502516,DDD,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,N,0,60,1286.0,57.0,111.0,0.0,100.0,304.0,358.0,1.0,10.0,242.0,1
2502707,DDD,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,2,130,200.0,19.0,22.0,0.0,1.0,47.0,8.0,0.0,0.0,122.0,0
2503273,DDD,2014B,M,Wales,Lower Than A Level,10-20,35-55,N,0,60,3279.0,70.0,1127.0,0.0,180.0,623.0,592.0,5.0,0.0,355.0,1
2516497,DDD,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,N,0,60,40.0,3.0,7.0,0.0,4.0,13.0,9.0,0.0,0.0,0.0,0
2519622,DDD,2014B,F,South West Region,Lower Than A Level,40-50%,35-55,N,1,60,1597.0,67.0,87.0,0.0,83.0,577.0,232.0,5.0,108.0,360.0,0
2521837,DDD,2014B,F,London Region,A Level or Equivalent,20-30%,35-55,N,0,60,30.0,2.0,8.0,0.0,1.0,17.0,4.0,0.0,0.0,0.0,0
2523146,DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,N,2,120,19.0,2.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,6.0,0
2527077,DDD,2014B,F,Scotland,HE Qualification,60-70%,35-55,N,0,60,1180.0,38.0,64.0,0.0,37.0,245.0,202.0,11.0,2.0,490.0,0
2533297,DDD,2014B,M,South Region,HE Qualification,90-100%,35-55,N,1,60,302.0,18.0,94.0,0.0,11.0,73.0,39.0,0.0,3.0,57.0,0
2533590,DDD,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,N,0,60,32.0,3.0,6.0,0.0,4.0,12.0,10.0,0.0,0.0,0.0,0
2544678,DDD,2014B,M,London Region,Lower Than A Level,70-80%,0-35,Y,0,60,205.0,16.0,45.0,0.0,24.0,50.0,58.0,1.0,2.0,8.0,0
2545413,DDD,2014B,M,Yorkshire Region,HE Qualification,40-50%,35-55,N,0,60,346.0,21.0,44.0,0.0,41.0,66.0,171.0,0.0,0.0,8.0,0
2550946,DDD,2014B,F,South West Region,Lower Than A Level,10-20,35-55,N,0,60,170.0,13.0,39.0,0.0,11.0,46.0,26.0,0.0,0.0,31.0,1
2558463,DDD,2014B,M,London Region,Lower Than A Level,50-60%,35-55,N,0,60,872.0,46.0,88.0,0.0,46.0,311.0,154.0,5.0,9.0,180.0,1
2558536,DDD,2014B,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,2,60,76.0,5.0,13.0,0.0,8.0,16.0,37.0,0.0,1.0,0.0,0
2577480,DDD,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,N,1,120,49.0,6.0,5.0,0.0,3.0,19.0,14.0,0.0,0.0,7.0,0
2588215,DDD,2014B,M,North Western Region,Lower Than A Level,10-20,0-35,Y,1,120,267.0,21.0,74.0,0.0,16.0,75.0,33.0,0.0,0.0,44.0,0
2588296,DDD,2014B,F,Ireland,Lower Than A Level,70-80%,35-55,N,0,90,61.0,5.0,6.0,0.0,0.0,19.0,3.0,0.0,0.0,31.0,0
2588543,DDD,2014B,F,North Western Region,A Level or Equivalent,30-40%,35-55,Y,2,60,485.0,28.0,69.0,0.0,78.0,77.0,170.0,0.0,0.0,42.0,0
2595457,DDD,2014B,M,Scotland,HE Qualification,50-60%,0-35,N,0,60,184.0,11.0,15.0,0.0,12.0,61.0,58.0,0.0,0.0,16.0,0
